fecha,provincia,codigo_indec_provincia,departamento,codigo_indec_departamento,localidad,codigo_indec_localidad,origen_de_financiamiento,tipo,ultima_actualizacion,total,positivos
2020-05-17,Salta,66,Capital,28,SALTA,50,Público,Provincial,2020-06-15,39,
2020-05-17,San Juan,70,Capital,28,SAN JUAN,10,Público,Provincial,2020-06-15,5,
2020-05-17,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Público,Provincial,2020-06-15,3,
2020-05-17,Santa Fe,82,General López,42,VENADO TUERTO,290,Privado,Privado,2020-06-15,1,
2020-05-17,Santa Fe,82,Rosario,84,ROSARIO,270,Privado,Privado,2020-06-15,10,
2020-05-17,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,78,4.0
2020-05-17,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Público,Provincial,2020-06-15,8,
2020-05-17,Tucumán,90,Capital,84,SAN MIGUEL DE TUCUMAN,10,Público,Provincial,2020-06-15,104,
2020-05-18,CABA,2,COMUNA 1,1,MONSERRAT,10,Privado,Privado,2020-06-15,2,
2020-05-18,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,34,6.0
2020-05-18,CABA,2,COMUNA 1,1,SAN TELMO,10,Privado,Privado,2020-06-15,60,4.0
2020-05-18,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,365,86.0
2020-05-18,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Municipal,2020-06-15,178,28.0
2020-05-18,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Universitario público,2020-06-15,218,40.0
2020-05-18,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Privado,2020-06-15,7,
2020-05-18,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Obra social,2020-06-15,12,
2020-05-18,CABA,2,COMUNA 3,3,BALVANERA,10,Público,Municipal,2020-06-15,19,6.0
2020-05-18,CABA,2,COMUNA 4,4,BARRACAS,10,Privado,Privado,2020-06-15,11,3.0
2020-05-18,CABA,2,COMUNA 4,4,BARRACAS,10,Público,Municipal,2020-06-15,41,20.0
2020-05-18,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Privado,Privado,2020-06-15,31,2.0
2020-05-18,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,121,20.0
2020-05-18,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Municipal,2020-06-15,53,16.0
2020-05-18,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,FFAA/Seguridad,2020-06-15,20,2.0
2020-05-18,CABA,2,COMUNA 5,5,ALMAGRO,10,Privado,Privado,2020-06-15,98,29.0
2020-05-18,CABA,2,COMUNA 5,5,BOEDO,10,Privado,Privado,2020-06-15,47,3.0
2020-05-18,CABA,2,COMUNA 6,6,CABALLITO,10,Público,Municipal,2020-06-15,40,15.0
2020-05-18,CABA,2,COMUNA 6,6,CABALLITO,10,Público,FFAA/Seguridad,2020-06-15,32,6.0
2020-05-18,CABA,2,COMUNA 7,7,FLORES,10,Privado,Privado,2020-06-15,34,20.0
2020-05-18,CABA,2,COMUNA 7,7,FLORES,10,Público,Municipal,2020-06-15,28,10.0
2020-05-18,CABA,2,COMUNA 8,8,VILLA SOLDATI,10,Público,Municipal,2020-06-15,6,2.0
2020-05-18,CABA,2,COMUNA 13,13,BELGRANO,10,Privado,Privado,2020-06-15,8,
2020-05-18,CABA,2,COMUNA 13,13,COLEGIALES,10,Privado,Privado,2020-06-15,3,
2020-05-18,CABA,2,COMUNA 14,14,PALERMO,10,Privado,Privado,2020-06-15,102,12.0
2020-05-18,CABA,2,COMUNA 15,15,AGRONOMIA,10,Público,Universitario público,2020-06-15,1,
2020-05-18,CABA,2,COMUNA 15,15,PARQUE CHAS,10,Público,Municipal,2020-06-15,17,3.0
2020-05-18,CABA,2,COMUNA 15,15,VILLA CRESPO,10,Privado,Privado,2020-06-15,12,1.0
2020-05-18,Buenos Aires,6,La Plata,441,LA PLATA,30,Público,Provincial,2020-06-15,71,6.0
2020-05-18,Buenos Aires,6,La Plata,441,LA PLATA,30,Público,Universitario público,2020-06-15,35,8.0
2020-05-18,Buenos Aires,6,Balcarce,63,BALCARCE,10,Público,Municipal,2020-06-15,1,
2020-05-18,Buenos Aires,6,Mercedes,532,MERCEDES,20,Público,Provincial,2020-06-15,9,
2020-05-18,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Público,Municipal,2020-06-15,138,17.0
2020-05-18,Buenos Aires,6,Berisso,98,VILLA NUEVA,10,Público,Provincial,2020-06-15,1,
2020-05-18,Buenos Aires,6,Avellaneda,35,WILDE,10,Público,Provincial,2020-06-15,15,2.0
2020-05-18,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Privado,Privado,2020-06-15,15,2.0
2020-05-18,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Nacional,2020-06-15,48,2.0
2020-05-18,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Provincial,2020-06-15,5,
2020-05-18,Buenos Aires,6,Lanús,434,VALENTIN ALSINA,10,Público,Provincial,2020-06-15,2,2.0
2020-05-18,Buenos Aires,6,Saavedra,700,PIGUE,60,Público,Municipal,2020-06-15,1,
2020-05-18,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,64,7.0
2020-05-18,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Público,Provincial,2020-06-15,9,
2020-05-18,Buenos Aires,6,Azul,49,AZUL,20,Público,Provincial,2020-06-15,21,
2020-05-18,Buenos Aires,6,San Isidro,756,SAN ISIDRO,10,Privado,Privado,2020-06-15,3,1.0
2020-05-18,Buenos Aires,6,Junín,413,JUNIN,50,Público,Provincial,2020-06-15,9,
2020-05-18,Buenos Aires,6,Vicente López,861,OLIVOS,10,Privado,Privado,2020-06-15,2,
2020-05-18,Buenos Aires,6,Hurlingham,408,HURLINGHAM,10,Público,Nacional,2020-06-15,20,3.0
2020-05-18,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,20,6.0
2020-05-18,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Público,Provincial,2020-06-15,16,3.0
2020-05-18,Buenos Aires,6,Pergamino,623,PERGAMINO,100,Público,Nacional,2020-06-15,22,
2020-05-18,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Privado,Mixta,2020-06-15,104,7.0
2020-05-18,Buenos Aires,6,Quilmes,658,BERNAL,10,Público,Nacional,2020-06-15,37,9.0
2020-05-18,Buenos Aires,6,Quilmes,658,QUILMES OESTE,10,Privado,Privado,2020-06-15,1,
2020-05-18,Buenos Aires,6,Tandil,791,TANDIL,50,Público,Universitario público,2020-06-15,1,
2020-05-18,Chaco,22,San Fernando,140,RESISTENCIA,60,Privado,Privado,2020-06-15,1,
2020-05-18,Chaco,22,San Fernando,140,RESISTENCIA,60,Público,Provincial,2020-06-15,105,25.0
2020-05-18,Chubut,26,Rawson,77,TRELEW,40,Público,Provincial,2020-06-15,5,
2020-05-18,Chubut,26,Biedma,7,PUERTO MADRYN,20,Privado,Privado,2020-06-15,1,
2020-05-18,Córdoba,14,Capital,14,CORDOBA,10,Privado,Privado,2020-06-15,11,
2020-05-18,Córdoba,14,Capital,14,CORDOBA,10,Público,Provincial,2020-06-15,180,20.0
2020-05-18,Corrientes,18,Capital,21,CORRIENTES,20,Público,Provincial,2020-06-15,98,
2020-05-18,Entre Ríos,30,Paraná,84,PARANA,160,Público,Provincial,2020-06-15,26,
2020-05-18,Formosa,34,Formosa,14,FORMOSA,20,Público,Provincial,2020-06-15,2,
2020-05-18,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Público,Provincial,2020-06-15,32,
2020-05-18,La Pampa,42,Capital,21,SANTA ROSA,20,Público,Provincial,2020-06-15,1,
2020-05-18,La Pampa,42,Maracó,105,GENERAL PICO,30,Público,Provincial,2020-06-15,1,
2020-05-18,La Rioja,46,Capital,14,LA RIOJA,10,Público,Provincial,2020-06-15,23,
2020-05-18,Mendoza,50,Capital,7,3A. SECCION,10,Público,Provincial,2020-06-15,5,
2020-05-18,Mendoza,50,Capital,7,7A. SECCION,10,Público,Provincial,2020-06-15,6,
2020-05-18,Mendoza,50,Guaymallén,28,GUAYMALLEN,20,Público,Provincial,2020-06-15,7,1.0
2020-05-18,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Público,Provincial,2020-06-15,10,1.0
2020-05-18,Misiones,54,Capital,28,POSADAS (MUNICIPIO DE POSADAS),30,Privado,Privado,2020-06-15,12,
2020-05-18,Misiones,54,Capital,28,POSADAS (MUNICIPIO DE POSADAS),30,Público,Provincial,2020-06-15,2,
2020-05-18,Neuquén,58,Confluencia,35,NEUQUEN,70,Privado,Privado,2020-06-15,4,
2020-05-18,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,18,1.0
2020-05-18,Río Negro,62,Adolfo Alsina,7,VIEDMA,90,Público,Provincial,2020-06-15,7,1.0
2020-05-18,Río Negro,62,General Roca,42,CIPOLLETTI,400,Privado,Privado,2020-06-15,1,
2020-05-18,Río Negro,62,General Roca,42,CIPOLLETTI,400,Público,Provincial,2020-06-15,2,
2020-05-18,Río Negro,62,General Roca,42,GENERAL ROCA,450,Privado,Privado,2020-06-15,5,1.0
2020-05-18,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Público,Provincial,2020-06-15,45,4.0
2020-05-18,Salta,66,Capital,28,SALTA,50,Privado,Privado,2020-06-15,62,
2020-05-18,Salta,66,Capital,28,SALTA,50,Público,Provincial,2020-06-15,11,
2020-05-18,San Juan,70,Capital,28,SAN JUAN,10,Público,Provincial,2020-06-15,1,1.0
2020-05-18,San Juan,70,Rivadavia,84,RIVADAVIA,10,Público,Provincial,2020-06-15,2,
2020-05-18,San Luis,74,La Capital,56,SAN LUIS,150,Público,Provincial,2020-06-15,15,
2020-05-18,San Luis,74,General Pedernera,35,VILLA MERCEDES,70,Privado,Privado,2020-06-15,1,
2020-05-18,Santa Cruz,78,Lago Argentino,28,EL CALAFATE,10,Público,Nacional,2020-06-15,9,
2020-05-18,Santa Fe,82,General López,42,VENADO TUERTO,290,Privado,Privado,2020-06-15,8,
2020-05-18,Santa Fe,82,La Capital,63,SANTA FE,170,Público,Provincial,2020-06-15,42,
2020-05-18,Santa Fe,82,Rosario,84,ROSARIO,270,Privado,Privado,2020-06-15,20,
2020-05-18,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Provincial,2020-06-15,1,
2020-05-18,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,83,
2020-05-18,Santiago del Estero,86,Capital,49,SANTIAGO DEL ESTERO,110,Público,Provincial,2020-06-15,123,6.0
2020-05-18,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Público,Provincial,2020-06-15,15,1.0
2020-05-18,Tucumán,90,Chicligasta,21,CONCEPCION,50,Público,Provincial,2020-06-15,1,
2020-05-18,Tucumán,90,Capital,84,SAN MIGUEL DE TUCUMAN,10,Público,Provincial,2020-06-15,71,
2020-05-19,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,44,2.0
2020-05-19,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,410,99.0
2020-05-19,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Municipal,2020-06-15,241,100.0
2020-05-19,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Universitario público,2020-06-15,253,44.0
2020-05-19,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Privado,2020-06-15,6,
2020-05-19,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Obra social,2020-06-15,13,1.0
2020-05-19,CABA,2,COMUNA 3,3,BALVANERA,10,Público,Municipal,2020-06-15,37,7.0
2020-05-19,CABA,2,COMUNA 4,4,BARRACAS,10,Privado,Privado,2020-06-15,18,2.0
2020-05-19,CABA,2,COMUNA 4,4,BARRACAS,10,Público,Municipal,2020-06-15,66,13.0
2020-05-19,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Privado,Privado,2020-06-15,55,15.0
2020-05-19,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,257,73.0
2020-05-19,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Municipal,2020-06-15,173,33.0
2020-05-19,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,FFAA/Seguridad,2020-06-15,23,1.0
2020-05-19,CABA,2,COMUNA 5,5,ALMAGRO,10,Privado,Privado,2020-06-15,143,12.0
2020-05-19,CABA,2,COMUNA 5,5,BOEDO,10,Privado,Privado,2020-06-15,41,3.0
2020-05-19,CABA,2,COMUNA 6,6,CABALLITO,10,Privado,Privado,2020-06-15,1,1.0
2020-05-19,CABA,2,COMUNA 6,6,CABALLITO,10,Público,Municipal,2020-06-15,47,18.0
2020-05-19,CABA,2,COMUNA 6,6,CABALLITO,10,Público,FFAA/Seguridad,2020-06-15,37,2.0
2020-05-19,CABA,2,COMUNA 7,7,FLORES,10,Privado,Privado,2020-06-15,11,5.0
2020-05-19,CABA,2,COMUNA 7,7,FLORES,10,Público,Municipal,2020-06-15,43,24.0
2020-05-19,CABA,2,COMUNA 8,8,VILLA SOLDATI,10,Público,Municipal,2020-06-15,1,
2020-05-19,CABA,2,COMUNA 13,13,BELGRANO,10,Privado,Privado,2020-06-15,8,
2020-05-19,CABA,2,COMUNA 13,13,COLEGIALES,10,Privado,Privado,2020-06-15,2,
2020-05-19,CABA,2,COMUNA 14,14,PALERMO,10,Privado,Privado,2020-06-15,129,13.0
2020-05-19,CABA,2,COMUNA 14,14,PALERMO,10,Público,Municipal,2020-06-15,2,
2020-05-19,CABA,2,COMUNA 15,15,AGRONOMIA,10,Privado,Privado,2020-06-15,6,
2020-05-19,CABA,2,COMUNA 15,15,AGRONOMIA,10,Público,Universitario público,2020-06-15,1,
2020-05-19,CABA,2,COMUNA 15,15,PARQUE CHAS,10,Público,Municipal,2020-06-15,23,7.0
2020-05-19,CABA,2,COMUNA 15,15,VILLA CRESPO,10,Privado,Privado,2020-06-15,26,2.0
2020-05-19,Buenos Aires,6,La Plata,441,LA PLATA,30,Público,Provincial,2020-06-15,91,2.0
2020-05-19,Buenos Aires,6,La Plata,441,LA PLATA,30,Público,Universitario público,2020-06-15,104,3.0
2020-05-19,Buenos Aires,6,Mercedes,532,MERCEDES,20,Público,Provincial,2020-06-15,9,
2020-05-19,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Público,Municipal,2020-06-15,102,44.0
2020-05-19,Buenos Aires,6,Avellaneda,35,SARANDI,10,Privado,Privado,2020-06-15,1,
2020-05-19,Buenos Aires,6,Avellaneda,35,WILDE,10,Público,Provincial,2020-06-15,39,18.0
2020-05-19,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Privado,Privado,2020-06-15,10,1.0
2020-05-19,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Nacional,2020-06-15,42,3.0
2020-05-19,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Provincial,2020-06-15,5,
2020-05-19,Buenos Aires,6,Lanús,434,VALENTIN ALSINA,10,Público,Provincial,2020-06-15,67,4.0
2020-05-19,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,68,9.0
2020-05-19,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Público,Provincial,2020-06-15,14,6.0
2020-05-19,Buenos Aires,6,Azul,49,AZUL,20,Público,Provincial,2020-06-15,4,
2020-05-19,Buenos Aires,6,San Isidro,756,MARTINEZ,10,Privado,Privado,2020-06-15,2,
2020-05-19,Buenos Aires,6,San Isidro,756,SAN ISIDRO,10,Privado,Privado,2020-06-15,3,
2020-05-19,Buenos Aires,6,Junín,413,JUNIN,50,Público,Provincial,2020-06-15,17,2.0
2020-05-19,Buenos Aires,6,Vicente López,861,OLIVOS,10,Privado,Privado,2020-06-15,2,
2020-05-19,Buenos Aires,6,Hurlingham,408,HURLINGHAM,10,Público,Nacional,2020-06-15,41,
2020-05-19,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,18,4.0
2020-05-19,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Público,Provincial,2020-06-15,11,2.0
2020-05-19,Buenos Aires,6,Pergamino,623,PERGAMINO,100,Público,Nacional,2020-06-15,26,
2020-05-19,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Privado,Mixta,2020-06-15,98,7.0
2020-05-19,Buenos Aires,6,Olavarría,595,OLAVARRIA,70,Público,Municipal,2020-06-15,6,
2020-05-19,Buenos Aires,6,Quilmes,658,BERNAL,10,Público,Nacional,2020-06-15,57,8.0
2020-05-19,Buenos Aires,6,Quilmes,658,VILLA LA FLORIDA,10,Público,Provincial,2020-06-15,1,
2020-05-19,Buenos Aires,6,Tandil,791,TANDIL,50,Privado,Privado,2020-06-15,1,
2020-05-19,Buenos Aires,6,Tandil,791,TANDIL,50,Público,Universitario público,2020-06-15,2,
2020-05-19,Catamarca,10,Capital,49,SAN FERNANDO DEL VALLE DE CATAMARCA,30,Público,Provincial,2020-06-15,8,
2020-05-19,Chaco,22,San Fernando,140,RESISTENCIA,60,Privado,Privado,2020-06-15,10,
2020-05-19,Chaco,22,San Fernando,140,RESISTENCIA,60,Público,Provincial,2020-06-15,197,33.0
2020-05-19,Chubut,26,Rawson,77,TRELEW,40,Público,Provincial,2020-06-15,8,
2020-05-19,Chubut,26,Futaleufú,35,ESQUEL,30,Público,Provincial,2020-06-15,2,
2020-05-19,Chubut,26,Biedma,7,PUERTO MADRYN,20,Privado,Privado,2020-06-15,1,
2020-05-19,Córdoba,14,Capital,14,CORDOBA,10,Privado,Privado,2020-06-15,14,
2020-05-19,Córdoba,14,Capital,14,CORDOBA,10,Público,Provincial,2020-06-15,266,16.0
2020-05-19,Corrientes,18,Capital,21,CORRIENTES,20,Privado,Privado,2020-06-15,1,
2020-05-19,Corrientes,18,Capital,21,CORRIENTES,20,Público,Provincial,2020-06-15,111,
2020-05-19,Entre Ríos,30,Paraná,84,PARANA,160,Público,Provincial,2020-06-15,21,2.0
2020-05-19,Formosa,34,Formosa,14,FORMOSA,20,Público,Provincial,2020-06-15,3,
2020-05-19,Jujuy,38,Dr. Manuel Belgrano,21,SAN SALVADOR DE JUJUY,60,Público,Provincial,2020-06-15,106,
2020-05-19,La Pampa,42,Capital,21,SANTA ROSA,20,Público,Provincial,2020-06-15,3,
2020-05-19,La Pampa,42,Maracó,105,GENERAL PICO,30,Público,Provincial,2020-06-15,3,
2020-05-19,La Rioja,46,Chamical,35,CHAMICAL,10,Público,Provincial,2020-06-15,2,
2020-05-19,La Rioja,46,Capital,14,LA RIOJA,10,Público,Provincial,2020-06-15,96,1.0
2020-05-19,La Rioja,46,Chilecito,42,CHILECITO,10,Público,Provincial,2020-06-15,1,
2020-05-19,La Rioja,46,Arauco,7,ARAUCO,20,Público,Provincial,2020-06-15,13,
2020-05-19,Mendoza,50,Capital,7,3A. SECCION,10,Público,Provincial,2020-06-15,5,
2020-05-19,Mendoza,50,Capital,7,7A. SECCION,10,Público,Provincial,2020-06-15,5,
2020-05-19,Mendoza,50,Guaymallén,28,GUAYMALLEN,20,Público,Provincial,2020-06-15,2,
2020-05-19,Mendoza,50,Godoy Cruz,21,GODOY CRUZ,10,Público,Provincial,2020-06-15,5,
2020-05-19,Mendoza,50,San Rafael,105,SAN RAFAEL  (CIUDAD DE SAN RAFAEL),210,Público,Provincial,2020-06-15,5,
2020-05-19,Neuquén,58,Confluencia,35,NEUQUEN,70,Público,Provincial,2020-06-15,38,5.0
2020-05-19,Río Negro,62,General Roca,42,CIPOLLETTI,400,Público,Provincial,2020-06-15,1,
2020-05-19,Río Negro,62,General Roca,42,GENERAL ROCA,450,Privado,Privado,2020-06-15,10,1.0
2020-05-19,Río Negro,62,Bariloche,21,SAN CARLOS DE BARILOCHE,60,Público,Provincial,2020-06-15,29,3.0
2020-05-19,Salta,66,Capital,28,SALTA,50,Privado,Privado,2020-06-15,62,
2020-05-19,Salta,66,Capital,28,SALTA,50,Público,Provincial,2020-06-15,23,1.0
2020-05-19,San Juan,70,Capital,28,SAN JUAN,10,Público,Provincial,2020-06-15,11,
2020-05-19,San Luis,74,La Capital,56,SAN LUIS,150,Público,Provincial,2020-06-15,8,
2020-05-19,Santa Cruz,78,Güer Aike,21,RIO GALLEGOS,40,Público,Provincial,2020-06-15,16,
2020-05-19,Santa Fe,82,General López,42,VENADO TUERTO,290,Privado,Privado,2020-06-15,3,
2020-05-19,Santa Fe,82,La Capital,63,SANTA FE,170,Público,Provincial,2020-06-15,30,
2020-05-19,Santa Fe,82,Rosario,84,ROSARIO,270,Privado,Privado,2020-06-15,39,
2020-05-19,Santa Fe,82,Rosario,84,ROSARIO,270,Público,Municipal,2020-06-15,143,
2020-05-19,Santiago del Estero,86,Capital,49,SANTIAGO DEL ESTERO,110,Público,Provincial,2020-06-15,122,
2020-05-19,Tierra del Fuego,94,Ushuaia,14,USHUAIA,20,Público,Provincial,2020-06-15,17,
2020-05-19,Tucumán,90,Capital,84,SAN MIGUEL DE TUCUMAN,10,Público,Provincial,2020-06-15,107,
2020-05-20,CABA,2,COMUNA 1,1,RETIRO,10,Privado,Privado,2020-06-15,52,6.0
2020-05-20,CABA,2,COMUNA 1,1,SAN TELMO,10,Privado,Privado,2020-06-15,41,5.0
2020-05-20,CABA,2,COMUNA 2,2,RECOLETA,10,Privado,Privado,2020-06-15,396,65.0
2020-05-20,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Municipal,2020-06-15,301,167.0
2020-05-20,CABA,2,COMUNA 2,2,RECOLETA,10,Público,Universitario público,2020-06-15,198,25.0
2020-05-20,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Privado,2020-06-15,4,1.0
2020-05-20,CABA,2,COMUNA 3,3,BALVANERA,10,Privado,Obra social,2020-06-15,8,1.0
2020-05-20,CABA,2,COMUNA 3,3,BALVANERA,10,Público,Municipal,2020-06-15,51,12.0
2020-05-20,CABA,2,COMUNA 4,4,BARRACAS,10,Privado,Privado,2020-06-15,15,
2020-05-20,CABA,2,COMUNA 4,4,BARRACAS,10,Público,Municipal,2020-06-15,57,16.0
2020-05-20,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Privado,Privado,2020-06-15,49,9.0
2020-05-20,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Nacional,2020-06-15,333,85.0
2020-05-20,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,Municipal,2020-06-15,120,33.0
2020-05-20,CABA,2,COMUNA 4,4,PARQUE PATRICIOS,10,Público,FFAA/Seguridad,2020-06-15,37,5.0
2020-05-20,CABA,2,COMUNA 5,5,ALMAGRO,10,Privado,Privado,2020-06-15,113,22.0
2020-05-20,CABA,2,COMUNA 5,5,BOEDO,10,Privado,Privado,2020-06-15,69,4.0
2020-05-20,CABA,2,COMUNA 6,6,CABALLITO,10,Público,Municipal,2020-06-15,35,21.0
2020-05-20,CABA,2,COMUNA 6,6,CABALLITO,10,Público,FFAA/Seguridad,2020-06-15,44,7.0
2020-05-20,CABA,2,COMUNA 7,7,FLORES,10,Privado,Privado,2020-06-15,14,6.0
2020-05-20,CABA,2,COMUNA 7,7,FLORES,10,Público,Municipal,2020-06-15,53,24.0
2020-05-20,CABA,2,COMUNA 8,8,VILLA SOLDATI,10,Público,Municipal,2020-06-15,3,1.0
2020-05-20,CABA,2,COMUNA 13,13,BELGRANO,10,Privado,Privado,2020-06-15,6,
2020-05-20,CABA,2,COMUNA 13,13,COLEGIALES,10,Privado,Privado,2020-06-15,7,
2020-05-20,CABA,2,COMUNA 14,14,PALERMO,10,Privado,Privado,2020-06-15,133,29.0
2020-05-20,CABA,2,COMUNA 14,14,PALERMO,10,Público,FFAA/Seguridad,2020-06-15,4,1.0
2020-05-20,CABA,2,COMUNA 15,15,PARQUE CHAS,10,Público,Municipal,2020-06-15,44,7.0
2020-05-20,CABA,2,COMUNA 15,15,VILLA CRESPO,10,Privado,Privado,2020-06-15,27,7.0
2020-05-20,Buenos Aires,6,La Plata,441,LA PLATA,30,Público,Provincial,2020-06-15,81,3.0
2020-05-20,Buenos Aires,6,La Plata,441,LA PLATA,30,Público,Universitario público,2020-06-15,33,7.0
2020-05-20,Buenos Aires,6,Mercedes,532,MERCEDES,20,Público,Provincial,2020-06-15,2,
2020-05-20,Buenos Aires,6,Malvinas Argentinas,515,PABLO NOGUES,60,Público,Municipal,2020-06-15,111,21.0
2020-05-20,Buenos Aires,6,Avellaneda,35,WILDE,10,Privado,Privado,2020-06-15,1,
2020-05-20,Buenos Aires,6,Avellaneda,35,WILDE,10,Público,Provincial,2020-06-15,21,14.0
2020-05-20,Buenos Aires,6,Pilar,638,PRESIDENTE DERQUI,40,Privado,Privado,2020-06-15,16,1.0
2020-05-20,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Nacional,2020-06-15,35,1.0
2020-05-20,Buenos Aires,6,General Pueyrredón,357,MAR DEL PLATA,110,Público,Provincial,2020-06-15,4,
2020-05-20,Buenos Aires,6,Lanús,434,VALENTIN ALSINA,10,Público,Provincial,2020-06-15,65,22.0
2020-05-20,Buenos Aires,6,Morón,568,VILLA SARMIENTO,10,Público,Nacional,2020-06-15,68,5.0
2020-05-20,Buenos Aires,6,La Matanza,427,RAMOS MEJIA,10,Privado,Privado,2020-06-15,6,2.0
2020-05-20,Buenos Aires,6,General San Martín,371,CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN,10,Público,Municipal,2020-06-15,1,
2020-05-20,Buenos Aires,6,General San Martín,371,VILLA BALLESTER,10,Privado,Privado,2020-06-15,1,
2020-05-20,Buenos Aires,6,General San Martín,371,GENERAL SAN MARTÍN,10,Público,Provincial,2020-06-15,14,2.0
2020-05-20,Buenos Aires,6,Azul,49,AZUL,20,Público,Provincial,2020-06-15,15,
2020-05-20,Buenos Aires,6,San Isidro,756,MARTINEZ,10,Privado,Privado,2020-06-15,1,
2020-05-20,Buenos Aires,6,Junín,413,JUNIN,50,Público,Provincial,2020-06-15,17,
2020-05-20,Buenos Aires,6,Vicente López,861,OLIVOS,10,Privado,Privado,2020-06-15,3,
2020-05-20,Buenos Aires,6,Merlo,539,SAN ANTONIO DE PADUA,10,Público,Municipal,2020-06-15,1,
2020-05-20,Buenos Aires,6,Hurlingham,408,HURLINGHAM,10,Público,Nacional,2020-06-15,33,8.0
2020-05-20,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Privado,Privado,2020-06-15,51,9.0
2020-05-20,Buenos Aires,6,Bahía Blanca,56,BAHIA BLANCA,10,Público,Provincial,2020-06-15,5,
2020-05-20,Buenos Aires,6,Pergamino,623,PERGAMINO,100,Público,Nacional,2020-06-15,14,1.0
2020-05-20,Buenos Aires,6,Florencio Varela,274,FLORENCIO VARELA,10,Privado,Mixta,2020-06-15,84,12.0
2020-05-20,Buenos Aires,6,Quilmes,658,BERNAL,10,Público,Nacional,2020-06-15,50,15.0
2020-05-20,Buenos Aires,6,Quilmes,658,QUILMES OESTE,10,Privado,Privado,2020-06-15,1,
2020-05-20,Chaco,22,San Fernando,140,RESISTENCIA,60,Privado,Privado,2020-06-15,10,
